f:normalized relation similarity	d:number of concept pairs	d:number of edges of largest frame	d:number of matched frames	f:mean of within-blend semantic similarity	f:mean importance of vital relations	f:input spaces balance	d:graph's vertices	d:graph's edges	g:blend space
0.25	-5.0	-4.0	4.0	0.6350866263176228	-0.8855000000000001	-0.75	10	10	grate|tine,partof,fork;grate|tine,partof,stove|fork;stove|fork,capableof,warm_room|be_in_road;stove|fork,capableof,burn_child;grate|tine,partof,furnace|pitchfork;grate,partof,furnace|pitchfork;fork,usedfor,eat_macaroni_and_cheese;grate,partof,stove;grate,partof,stove|fork;furnace|pitchfork,atlocation,cellar|loft;
0.33333333333333337	-9.0	-3.0	3.0	0.51353058406501	-0.9512	-0.7	10	10	cat,capableof,pee|letter;soft_fur|teach_thing_to_student,partof,cat|teacher;hair|see_exhibit,usedfor,express_yourself|aesthetic_pleasure;cat,capableof,mother_her_kit|list_grade;cat|teacher,capableof,mother_her_kit|list_grade;cat,capableof,guitar|you_might_get_lucky;soft_fur|teach_thing_to_student,partof,cat;nose|style,partof,cat;groucho_glass|good_taste,partof,nose|style;hair|see_exhibit,partof,cat;
0.25	-6.0	-4.0	7.0	0.06306721826262018	-0.6108	-1.0	6	5	water|wool,partof,oxygen|lamb;oxygen|lamb,antonym,dioxide|wolf;furniture|surface,madeof,wood|material;oxygen|lamb,capableof,allow_life|cry_for_it_mother;water|wool,antonym,wood|material;
0.33333333333333337	-9.0	-8.0	10.0	0.392506919370878	-0.8686	-0.75	10	10	soft_fur|teach_thing_to_student,partof,cat|teacher;cat,capableof,mother_her_kit|list_grade;cat|teacher,capableof,mother_her_kit|list_grade;cat,capableof,guitar|you_might_get_lucky;soft_fur|teach_thing_to_student,partof,cat;cat,atlocation,basket|mitochondrion;nose|style,partof,cat;cat|teacher,atlocation,field_play|school;groucho_glass|good_taste,partof,nose|style;nose|style,capableof,sense_odor|reflect_mood;
0.3333333333333333	-5.0	-4.0	3.0	0.5330524927668626	-0.9061428571428571	-0.8461538461538461	7	7	grate|tine,partof,stove|fork;stove|fork,capableof,warm_room|be_in_road;stove|fork,capableof,burn_child;grate|tine,partof,furnace|pitchfork;grate,partof,furnace|pitchfork;grate,partof,stove|fork;furnace|pitchfork,atlocation,cellar|loft;
0.25	-9.0	-8.0	9.0	0.4936753202236131	-0.9343	-0.75	10	10	die|lie,motivatedbygoal,you_lose_too_much_blood|promote_your_religion_at_all_cost;soft_fur|teach_thing_to_student,partof,cat|teacher;cat,capableof,mother_her_kit|list_grade;cat|teacher,capableof,mother_her_kit|list_grade;cat,capableof,guitar|you_might_get_lucky;soft_fur|teach_thing_to_student,partof,cat;nose|style,partof,cat;cat|teacher,atlocation,field_play|school;cat,capableof,die|lie;groucho_glass|good_taste,partof,nose|style;
0.19999999999999998	-5.0	-6.0	7.0	0.1434643376290238	-0.5375	-0.8181818181818182	7	6	cake|bullet,antonym,ice_cream|live_sometimes;shingle|dress,atlocation,woman;woman,desires,ice_cream|live_sometimes;ice_cream|live_sometimes,usedfor,sore_throat;slate|handbag,atlocation,roof|wardrobe;shingle|dress,partof,roof|wardrobe;
0.19999999999999998	-8.0	-4.0	9.0	0.331471804921271	-0.8364285714285715	-1.0	8	7	line_cook|bear,capableof,cook_meal|eat_vegetable;grate|tine,partof,stove|fork;stove|fork,capableof,warm_room|be_in_road;learn_how_to_do_it_and_follow_step|grow_vegetable,motivatedbygoal,cook_meal|eat_vegetable;grate|tine,partof,furnace|pitchfork;stove|fork,usedfor,cook_meal|eat_vegetable;furnace|pitchfork,atlocation,cellar|loft;
0.25	-9.0	-8.0	13.0	0.4260898869960106	-0.9402727272727273	-0.7272727272727273	10	11	cat,desires,drink_milk|logistics;cat,capableof,drink_milk|logistics;soft_fur|teach_thing_to_student,partof,cat|teacher;cat,capableof,mother_her_kit|list_grade;cat|teacher,capableof,mother_her_kit|list_grade;cat,capableof,guitar|you_might_get_lucky;soft_fur|teach_thing_to_student,partof,cat;nose|style,partof,cat;cat|teacher,atlocation,field_play|school;groucho_glass|good_taste,partof,nose|style;nose|style,capableof,sense_odor|reflect_mood;
0.2	-7.0	-6.0	8.0	0.23649106043565654	-0.714125	-0.8	9	8	child,desires,ice_cream|live_sometimes;cake|bullet,antonym,ice_cream|live_sometimes;shingle|dress,atlocation,woman;woman,desires,ice_cream|live_sometimes;slate|handbag,atlocation,roof|wardrobe;shingle|dress,partof,roof|wardrobe;cake|bullet,madeof,flour|copper;woman,madeof,mens_rib|flesh;
0.19999999999999998	-6.0	-6.0	6.0	0.14559703982287164	-0.5375	-0.8333333333333334	7	6	cake|bullet,antonym,ice_cream|live_sometimes;shingle|dress,atlocation,woman;woman,desires,ice_cream|live_sometimes;cake|bullet,usedfor,satisfy_hunger|shoot;slate|handbag,atlocation,roof|wardrobe;shingle|dress,partof,roof|wardrobe;
0.25	-8.0	-8.0	11.0	0.4382876751619834	-0.9343	-0.7368421052631579	10	10	cat,desires,drink_milk|logistics;cat|teacher,capableof,educate;soft_fur|teach_thing_to_student,partof,cat|teacher;cat,capableof,mother_her_kit|list_grade;cat|teacher,capableof,mother_her_kit|list_grade;cat,capableof,guitar|you_might_get_lucky;soft_fur|teach_thing_to_student,partof,cat;nose|style,partof,cat;cat|teacher,atlocation,field_play|school;groucho_glass|good_taste,partof,nose|style;
0.19999999999999998	-6.0	-6.0	6.0	0.14752830537500955	-0.6188333333333333	-0.8333333333333334	7	6	cake|bullet,antonym,ice_cream|live_sometimes;shingle|dress,atlocation,woman;woman,desires,ice_cream|live_sometimes;slate|handbag,atlocation,roof|wardrobe;shingle|dress,partof,roof|wardrobe;cake|bullet,madeof,flour|copper;
0.1111111111111111	-10.0	-8.0	9.0	0.2350583821401354	-0.49600000000000005	-1.0	10	9	be_wet_in_wild|good_smell,causesdesire,start_flame_or_fire|eat_lunch;watch|tuck_in,entails,see|eat;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;smell|graze,antonym,see|eat;strike_match|chew_your_food,motivatedbygoal,see|eat;show|make_bread,causes,see|eat;
0.1111111111111111	-6.0	-4.0	5.0	0.2528390132561579	-0.5763333333333335	-0.7692307692307693	10	9	take_midterm,motivatedbygoal,pass_class|take_final;avraham_biran|steve_fossett,knownfor,tel_dan_stele|pilot;make_mistake,partof,grow_up|want_to_pass_class;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;learn_something_new|want_to_hear_music,hassubevent,make_mistake;child,createdby,eat_hamburger|have_sex;tel_dan_stele|pilot,capableof,make_mistake;child,desires,grow_up|want_to_pass_class;cartoonist,notdesires,make_mistake;
0.1111111111111111	-9.0	-8.0	8.0	0.2920244520546359	-0.49600000000000005	-1.0	10	9	be_wet_in_wild|good_smell,causesdesire,start_flame_or_fire|eat_lunch;watch|tuck_in,entails,see|eat;tooth|effect_of_abate_hunger,partof,see|eat;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;strike_match|chew_your_food,motivatedbygoal,see|eat;polish_off,definedas,see|eat;show|make_bread,causes,see|eat;
0.16666666666666666	-3.0	-3.0	2.0	0.34742696711673277	-0.8373333333333335	-0.6666666666666666	7	6	tel_dan_stele|pilot,capableof,make_mistake;child,desires,grow_up|want_to_pass_class;take_midterm,motivatedbygoal,pass_class|take_final;make_mistake,partof,grow_up|want_to_pass_class;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;take_midterm,usedfor,measure_progress;
0.125	-9.0	-8.0	11.0	0.21511605603823444	-0.603375	-1.0	9	8	tooth|effect_of_abate_hunger,partof,see|eat;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;smell|graze,antonym,see|eat;strike_match|chew_your_food,motivatedbygoal,see|eat;show|make_bread,causes,see|eat;
0.2	-5.0	-4.0	4.0	0.09168153595997511	-0.7078	-1.0	6	5	frequency|clay,madeof,soil;large_supermarket|make_it_grow,usedfor,good_price|plant;period|soul,capableof,finish_sentence|divide;good_price|plant,desires,soil;frequency|clay,antonym,period|soul;
0.19999999999999998	-8.0	-3.0	3.0	0.30188297980766376	-0.40585714285714286	-1.0	8	7	tetsuro_watsuji|jam_p_carse,notableidea,culture|ontology;tetsuro_watsuji|jam_p_carse,notableidea,climate|game_theory;max_stirner|gottfried_wilhelm_leibniz,maininterest,property|metaphysics;culture|ontology,capableof,forget_to_be_rational|group_like_thing;property|metaphysics,partof,culture|ontology;alexey_kylasov|delfim_santos,maininterest,culture|ontology;prem_chand_pandey|thomas_schelling,field,climate|game_theory;
0.19999999999999998	-3.0	-2.0	1.0	0.48748671094255613	-0.9186666666666667	-0.7777777777777778	7	6	take_midterm,motivatedbygoal,pass_class|take_final;make_mistake,partof,grow_up|want_to_pass_class;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;tel_dan_stele|pilot,capableof,make_mistake;child,desires,grow_up|want_to_pass_class;tel_dan_stele|pilot,capableof,fly_aeroplane;
0.2	-3.0	-2.0	1.0	0.3849840531310674	-0.9024000000000001	-0.75	6	5	tel_dan_stele|pilot,capableof,make_mistake;child,desires,grow_up|want_to_pass_class;take_midterm,motivatedbygoal,pass_class|take_final;make_mistake,partof,grow_up|want_to_pass_class;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;
0.16666666666666666	-4.0	-2.0	2.0	0.4178624768991336	-0.8915714285714286	-0.8	8	7	take_midterm,motivatedbygoal,pass_class|take_final;make_mistake,partof,grow_up|want_to_pass_class;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;tel_dan_stele|pilot,capableof,make_mistake;child,desires,grow_up|want_to_pass_class;tel_dan_stele|pilot,capableof,fly_aeroplane;answer_question|article_in_magazine,causes,make_mistake;
0.19999999999999998	-7.0	-8.0	6.0	0.4670961258725937	-0.7639999999999999	-1.0	7	6	diamond|wheat,usedfor,show|make_bread;strike_match|chew_your_food,motivatedbygoal,see|eat;bracelet|flag,capableof,cost_lot_of_money|wave_in_wind;show|make_bread,causes,see|eat;diamond|wheat,capableof,cost_lot_of_money|wave_in_wind;bracelet|flag,atlocation,jewelry_store|atop_mountain;
0.16666666666666666	-5.0	-8.0	10.0	0.22169419522355666	-0.823	-0.8	9	8	plant,capableof,grow_up|want_to_pass_class;add_up_number|be_good_person,causes,make_mistake;root,partof,plant;make_mistake,partof,grow_up|want_to_pass_class;pass_class|take_final,motivatedbygoal,you_study_hard|pass_to_next_grade;human,atlocation,pizza_store|winery;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;human,capableof,make_mistake;
0.5	-3.0	-4.0	2.0	-0.00981659324135343	-0.5135	-1.0	3	2	period|soul,capableof,finish_sentence|divide;frequency|clay,antonym,period|soul;
0.1111111111111111	-10.0	-8.0	11.0	0.2105743678671036	-0.5502222222222222	-1.0	10	9	watch|tuck_in,entails,see|eat;tooth|effect_of_abate_hunger,partof,see|eat;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;smell|graze,antonym,see|eat;strike_match|chew_your_food,motivatedbygoal,see|eat;show|make_bread,causes,see|eat;
0.25	-4.0	-4.0	3.0	0.07797510572670525	-0.75675	-1.0	5	4	frequency|clay,madeof,soil;period|soul,capableof,finish_sentence|divide;good_price|plant,desires,soil;frequency|clay,antonym,period|soul;
0.2	-4.0	-2.0	1.0	0.4744260442761076	-0.9390000000000001	-0.75	9	8	take_midterm,motivatedbygoal,pass_class|take_final;make_mistake,partof,grow_up|want_to_pass_class;find_hamburger_stand_or_vendor|start_family,motivatedbygoal,child;go_to_school,partof,grow_up|want_to_pass_class;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;tel_dan_stele|pilot,capableof,make_mistake;child,desires,grow_up|want_to_pass_class;tel_dan_stele|pilot,capableof,fly_aeroplane;
0.16666666666666666	-6.0	-4.0	4.0	0.23859922349843127	-0.7912857142857143	-1.0	8	7	frequency|clay,madeof,soil;apartment|house,madeof,soil;good_price|plant,desires,soil;frequency|clay,antonym,period|soul;large_supermarket|make_it_grow,motivatedbygoal,you_want_more_of_it;large_supermarket|make_it_grow,usedfor,good_price|plant;period|soul,capableof,finish_sentence|divide;
0.16666666666666666	-6.0	-2.0	1.0	0.5330126021657472	-0.8485555555555556	-0.8	10	9	take_midterm,motivatedbygoal,pass_class|take_final;eat_hamburger|have_sex,hasprerequisite,heap_on_condiment|find_will_partner;make_mistake,partof,grow_up|want_to_pass_class;find_hamburger_stand_or_vendor|start_family,motivatedbygoal,child;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;tel_dan_stele|pilot,capableof,make_mistake;child,desires,grow_up|want_to_pass_class;find_hamburger_stand_or_vendor|start_family,motivatedbygoal,eat_hamburger|have_sex;tel_dan_stele|pilot,capableof,fly_aeroplane;
0.125	-9.0	-8.0	9.0	0.24767757630037146	-0.542375	-1.0	9	8	be_wet_in_wild|good_smell,causesdesire,start_flame_or_fire|eat_lunch;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;smell|graze,antonym,see|eat;strike_match|chew_your_food,motivatedbygoal,see|eat;show|make_bread,causes,see|eat;
0.25	-5.0	-8.0	5.0	0.16863264791169374	-0.7118	-1.0	6	5	period|soul,atlocation,woman|human;woman|human,desires,equal_pay_for_equal_effort|position;baby|dam,createdby,woman|human;period|soul,capableof,finish_sentence|divide;baby|dam,desires,understand_thing;
0.14285714285714285	-10.0	-8.0	9.0	0.3878768020790154	-0.7555555555555556	-1.0	10	9	tooth|effect_of_abate_hunger,partof,see|eat;diamond|wheat,usedfor,show|make_bread;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;strike_match|chew_your_food,motivatedbygoal,see|eat;bracelet|flag,capableof,cost_lot_of_money|wave_in_wind;show|make_bread,causes,see|eat;diamond|wheat,capableof,cost_lot_of_money|wave_in_wind;bracelet|flag,atlocation,jewelry_store|atop_mountain;strike_match_and_place_against_kindle|get_some_food,motivatedbygoal,start_flame_or_fire|eat_lunch;
0.14285714285714285	-6.0	-4.0	6.0	0.43496817662294274	-0.8075555555555556	-0.8571428571428571	10	9	take_midterm,motivatedbygoal,pass_class|take_final;avraham_biran|steve_fossett,knownfor,tel_dan_stele|pilot;make_mistake,partof,grow_up|want_to_pass_class;pass_class|take_final,motivatedbygoal,you_study_hard|pass_to_next_grade;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;tel_dan_stele|pilot,capableof,make_mistake;child,desires,grow_up|want_to_pass_class;tel_dan_stele|pilot,capableof,fly_aeroplane;answer_question|article_in_magazine,causes,make_mistake;
0.125	-10.0	-8.0	12.0	0.22612926136094585	-0.6474444444444445	-1.0	10	9	tooth|effect_of_abate_hunger,partof,see|eat;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;smell|graze,antonym,see|eat;strike_match|chew_your_food,motivatedbygoal,see|eat;show|make_bread,causes,see|eat;start_flame_or_fire|eat_lunch,motivatedbygoal,want_to_stay_warm|it_be_too_late_for_breakfast;
0.125	-10.0	-8.0	12.0	0.21231789206811247	-0.5932222222222223	-1.0	10	9	tooth|effect_of_abate_hunger,partof,see|eat;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;smell|graze,antonym,see|eat;start_flame_or_fire|eat_lunch,usedfor,kindle_fire|go_out_to_eat;strike_match|chew_your_food,motivatedbygoal,see|eat;show|make_bread,causes,see|eat;
0.1111111111111111	-6.0	-4.0	5.0	0.223519177587044	-0.501888888888889	-0.9090909090909091	10	9	eat,motivatedbygoal,grow_up|want_to_pass_class;avraham_biran|steve_fossett,knownfor,tel_dan_stele|pilot;make_mistake,partof,grow_up|want_to_pass_class;add_up_number,hassubevent,make_mistake;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;tel_dan_stele|pilot,capableof,make_mistake;pass_class|take_final,usedfor,get_to_next_academic_level|prove_your_knowledge;urinate,haslastsubevent,eat;diminish_your_own_hunger|society,hasprerequisite,eat;
0.1111111111111111	-10.0	-8.0	11.0	0.22984429503735074	-0.5932222222222223	-1.0	10	9	be_wet_in_wild|good_smell,causesdesire,start_flame_or_fire|eat_lunch;tooth|effect_of_abate_hunger,partof,see|eat;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;smell|graze,antonym,see|eat;strike_match|chew_your_food,motivatedbygoal,see|eat;show|make_bread,causes,see|eat;
0.25	-5.0	-4.0	6.0	0.03137471522269624	-0.5132000000000001	-1.0	6	5	goat,antonym,your_nose_cannot_taste_but_it|sheep;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;smell|graze,antonym,see|eat;goat,desires,life_preserver_float_because_it|food;see|eat,usedfor,cut_branch|nurishment;
0.3333333333333333	-3.0	-4.0	3.0	0.04504921678802852	-0.6756666666666667	-1.0	4	3	frequency|clay,madeof,soil;period|soul,capableof,finish_sentence|divide;frequency|clay,antonym,period|soul;
0.1111111111111111	-10.0	-8.0	15.0	0.20181287495290845	-0.5393333333333334	-1.0	10	9	tooth|effect_of_abate_hunger,partof,see|eat;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;friedel_sellschop|charles_e_saunders,knownfor,diamond|wheat;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;smell|graze,antonym,see|eat;strike_match|chew_your_food,motivatedbygoal,see|eat;show|make_bread,causes,see|eat;
0.25	-7.0	-8.0	5.0	0.28119973325726927	-0.3791428571428571	-0.9285714285714286	8	7	period|soul,atlocation,end_of_sentence|brados;baby|dam,createdby,woman|human;sit_quietly,usedfor,abusive_boyfriend|be_alone;period|soul,usedfor,end_sentence|contact_with_eternal;period|soul,atlocation,woman|human;woman|human,notdesires,abusive_boyfriend|be_alone;baby|dam,usedfor,build_family|generate_hydro_electric_power;
0.19999999999999998	-7.0	-3.0	2.0	0.3205603025688982	-0.4628333333333334	-1.0	7	6	tetsuro_watsuji|jam_p_carse,notableidea,culture|ontology;tetsuro_watsuji|jam_p_carse,notableidea,climate|game_theory;max_stirner|gottfried_wilhelm_leibniz,maininterest,property|metaphysics;culture|ontology,capableof,forget_to_be_rational|group_like_thing;property|metaphysics,partof,culture|ontology;prem_chand_pandey|thomas_schelling,field,climate|game_theory;
0.14285714285714285	-7.0	-8.0	12.0	0.19538044278475594	-0.6565555555555557	-1.0	10	9	frequency|clay,madeof,soil;apartment|house,madeof,soil;good_price|plant,desires,soil;frequency|clay,antonym,period|soul;period|soul,atlocation,woman|human;large_supermarket|make_it_grow,motivatedbygoal,you_want_more_of_it;large_supermarket|make_it_grow,usedfor,good_price|plant;period|soul,capableof,finish_sentence|divide;finish_sentence|divide,antonym,bring_together;
0.19999999999999998	-7.0	-8.0	6.0	0.5559134382271614	-0.7977142857142857	-1.0	8	7	diamond|wheat,usedfor,show|make_bread;strike_match|chew_your_food,motivatedbygoal,see|eat;strike_match|chew_your_food,motivatedbygoal,you_need_to_light_fire;bracelet|flag,capableof,cost_lot_of_money|wave_in_wind;show|make_bread,causes,see|eat;diamond|wheat,capableof,cost_lot_of_money|wave_in_wind;bracelet|flag,atlocation,jewelry_store|atop_mountain;
0.125	-10.0	-8.0	14.0	0.22384977125965178	-0.6474444444444445	-1.0	10	9	tooth|effect_of_abate_hunger,partof,see|eat;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;smell|graze,antonym,see|eat;strike_match|chew_your_food,motivatedbygoal,see|eat;show|make_bread,causes,see|eat;diamond|wheat,partof,baseball_field|common_wheat;
0.19999999999999998	-4.0	-3.0	3.0	0.5568893532889873	-0.9302857142857144	-0.8181818181818182	8	7	take_midterm,motivatedbygoal,pass_class|take_final;make_mistake,partof,grow_up|want_to_pass_class;pass_class|take_final,motivatedbygoal,you_study_hard|pass_to_next_grade;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;tel_dan_stele|pilot,capableof,make_mistake;child,desires,grow_up|want_to_pass_class;tel_dan_stele|pilot,capableof,fly_aeroplane;
0.125	-10.0	-8.0	10.0	0.23134334846373053	-0.5502222222222222	-1.0	10	9	watch|tuck_in,entails,see|eat;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;smell|graze,antonym,see|eat;strike_match|chew_your_food,motivatedbygoal,see|eat;show|make_bread,causes,see|eat;start_flame_or_fire|eat_lunch,motivatedbygoal,want_to_stay_warm|it_be_too_late_for_breakfast;
0.19999999999999998	-6.0	-8.0	6.0	0.16266067770304224	-0.6785	-1.0	7	6	period|soul,atlocation,woman|human;woman|human,desires,equal_pay_for_equal_effort|position;baby|dam,createdby,woman|human;period|soul,capableof,finish_sentence|divide;baby|dam,desires,understand_thing;article_in_magazine|hear_news,usedfor,understand_thing;
0.16666666666666666	-5.0	-2.0	2.0	0.4066207398351905	-0.841	-0.75	9	8	take_midterm,motivatedbygoal,pass_class|take_final;make_mistake,partof,grow_up|want_to_pass_class;go_to_school,partof,grow_up|want_to_pass_class;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;learn_something_new|want_to_hear_music,hassubevent,make_mistake;arena|go_to_school,motivatedbygoal,take_midterm;tel_dan_stele|pilot,capableof,make_mistake;child,desires,grow_up|want_to_pass_class;
0.16666666666666666	-4.0	-3.0	3.0	0.4091858043853164	-0.8734999999999999	-0.7	7	6	tel_dan_stele|pilot,capableof,make_mistake;child,desires,grow_up|want_to_pass_class;take_midterm,motivatedbygoal,pass_class|take_final;make_mistake,partof,grow_up|want_to_pass_class;take_midterm,causes,college_student|pleasure;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;
0.19999999999999998	-6.0	-4.0	3.0	0.3962920334640291	-0.7565	-1.0	7	6	frequency|clay,madeof,soil;apartment|house,madeof,soil;period|soul,capableof,finish_sentence|divide;good_price|plant,causesdesire,test_car|put_on_stand;good_price|plant,desires,soil;frequency|clay,antonym,period|soul;
0.16666666666666666	-5.0	-3.0	2.0	0.15045704705807797	-0.5285714285714287	-0.9	8	7	commit_to_memory|pew,causes,make_mistake;make_mistake,partof,grow_up|want_to_pass_class;pass_class|take_final,hassubevent,flunk;grow_up|want_to_pass_class,causesdesire,pass_class|take_final;employee|student,notdesires,flunk;child,antonym,grow_up|want_to_pass_class;employee|student,partof,company|class;
0.25	-4.0	-8.0	4.0	0.1978426517845134	-0.63975	-1.0	5	4	period|soul,atlocation,woman|human;baby|dam,createdby,woman|human;period|soul,capableof,finish_sentence|divide;baby|dam,desires,understand_thing;
0.3333333333333333	-4.0	-8.0	8.0	0.09453662111951353	-0.4566666666666667	-1.0	4	3	period|soul,capableof,finish_sentence|divide;period|soul,atlocation,woman|human;frequency|clay,antonym,period|soul;
0.16666666666666666	-7.0	-8.0	11.0	0.12007841864146158	-0.6035714285714285	-1.0	8	7	frequency|clay,madeof,soil;soil,atlocation,large_container|tree;good_price|plant,desires,soil;frequency|clay,antonym,period|soul;period|soul,atlocation,woman|human;large_supermarket|make_it_grow,usedfor,good_price|plant;period|soul,capableof,finish_sentence|divide;
0.14285714285714285	-6.0	-4.0	5.0	0.11812034708240832	-0.6974285714285714	-1.0	8	7	frequency|clay,madeof,soil;soil,atlocation,forest|beach_of_australia;good_price|plant,desires,soil;frequency|clay,antonym,period|soul;large_supermarket|make_it_grow,motivatedbygoal,you_want_more_of_it;large_supermarket|make_it_grow,usedfor,good_price|plant;period|soul,capableof,finish_sentence|divide;
0.14285714285714285	-7.0	-8.0	10.0	0.21818011345432364	-0.73525	-1.0	9	8	frequency|clay,madeof,soil;apartment|house,madeof,soil;good_price|plant,desires,soil;frequency|clay,antonym,period|soul;period|soul,atlocation,woman|human;large_supermarket|make_it_grow,motivatedbygoal,you_want_more_of_it;large_supermarket|make_it_grow,usedfor,good_price|plant;period|soul,capableof,finish_sentence|divide;
0.25	-3.0	-4.0	6.0	0.06283935411931627	-0.75675	-0.8571428571428571	5	4	frequency|clay,madeof,soil;antecedent_phrase,partof,period|soul;period|soul,capableof,finish_sentence|divide;frequency|clay,antonym,period|soul;
0.125	-10.0	-8.0	15.0	0.2233468723746388	-0.6474444444444445	-1.0	10	9	tooth|effect_of_abate_hunger,partof,see|eat;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;smell|graze,antonym,see|eat;strike_match|chew_your_food,motivatedbygoal,see|eat;show|make_bread,causes,see|eat;diamond|wheat,capableof,cost_lot_of_money|wave_in_wind;
0.25	-5.0	-4.0	3.0	0.2755504401568349	-0.8054	-1.0	6	5	frequency|clay,madeof,soil;apartment|house,madeof,soil;period|soul,capableof,finish_sentence|divide;good_price|plant,desires,soil;frequency|clay,antonym,period|soul;
0.19999999999999998	-6.0	-4.0	7.0	0.060038428537182935	-0.44850000000000007	-1.0	7	6	goat,antonym,your_nose_cannot_taste_but_it|sheep;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;smell|graze,antonym,see|eat;goat,desires,life_preserver_float_because_it|food;see|eat,usedfor,cut_branch|nurishment;life_preserver_float_because_it|food,hasproperty,less_dense_than_water|green;
0.19999999999999998	-7.0	-8.0	15.0	0.1305227736179213	-0.7671428571428571	-1.0	8	7	frequency|clay,madeof,soil;good_price|plant,desires,soil;frequency|clay,antonym,period|soul;woman|human,madeof,mens_rib|cell;period|soul,atlocation,woman|human;woman|human,capableof,write_poem|get_drunk;period|soul,capableof,finish_sentence|divide;
0.125	-10.0	-8.0	17.0	0.19280703347738817	-0.6474444444444445	-1.0	10	9	tooth|effect_of_abate_hunger,partof,see|eat;your_nose_cannot_taste_but_it|sheep,capableof,smell|graze;diamond|wheat,usedfor,show|make_bread;diamond|wheat,atlocation,jewlery_store|mill;start_flame_or_fire|eat_lunch,hassubevent,strike_match|chew_your_food;smell|graze,antonym,see|eat;no_vegetable|hungry_person,capableof,see|eat;strike_match|chew_your_food,motivatedbygoal,see|eat;show|make_bread,causes,see|eat;
0.14285714285714285	-7.0	-4.0	5.0	0.12717717132590017	-0.59775	-1.0	9	8	frequency|clay,madeof,soil;theater_wing|taste_something_sweet,hassubevent,you_want_more_of_it;good_price|plant,desires,soil;frequency|clay,antonym,period|soul;large_supermarket|make_it_grow,motivatedbygoal,you_want_more_of_it;cow_skin|sand,antonym,soil;large_supermarket|make_it_grow,usedfor,good_price|plant;period|soul,capableof,finish_sentence|divide;
